Content,Emotion_actual,Emotion_predicted
tall have its up and down my legs be in pain,worry,worry
ABA have be full of emotional tear ASD autism some days be harder than others Its hard to not intervene poor baby,relief,worry
Everyone seem to love it but it felt kinda lazy and repetative to me I be really disappoint,sadness,sadness
that truely be sad news to hear we be all create equal so sad to know our neighbor be such prejudice people,sadness,worry
I be go to the pxy summer jam but can never seem to win,worry,worry
a wet and dirty one now,neutral,neutral
Thanks I decide to just give up on my old HQ and go with this account Scoundrels win,sadness,sadness
tengo sed,neutral,neutral
omg wtf why be there a porn site follow me,worry,surprise
any sorry wahh lub u too,sadness,sadness
i have to break the twitterparty im off home soon,anger,worry
n o   t e x t,neutral,neutral
Poor Thing,worry,worry
my bus I want to go home,worry,worry
cold now seem to me settle on my chest worry I be sound like a typical man with flu,worry,worry
I KNO I SHOULDA CAME,neutral,neutral
long in from sunbathe and burn,sadness,worry
I know But the second problem be he doesn t REALLY exist still apply Shame,worry,worry
I cant follow any1 on FollowFriday LOL u guy follow SteveRaze djpooh losdigital djsmartiez djeightmile maestro rollingout,neutral,neutral
remember when Vanessa first step on to the scene She would give it up to the paps Now shes 2 famous I guess Use us abuse us,hate,neutral
stratus be go bye bye today i love that car in high school fb,sadness,worry
sick to my stomach and idkk whyy,sadness,worry
2 get ready 4 work would rather be fish,sadness,worry
so hard to settle on a name,worry,worry
suprisingly okay or possibly still drink goodbyes suck though,sadness,worry
nice way 2 end the week,happiness,neutral
Aw man,worry,worry
Unpacking suck,worry,hate
IDK I m trap at work all day,neutral,sadness
well what about tomorrow I miss you,neutral,worry
city person want to trade n live in the country House come w racoons n skunk livin under deck sigh,hate,sadness
i mean i cnt help but stop chattin wid her gud dat u noe everything so do u think its fair,neutral,worry
get bully by Dillah HELP,sadness,worry
and Demi I miss you NIICK in my soul ASASGDYGYASDGY,worry,sadness
i want classic burger,sadness,neutral
broadband and electricity take toll on my mental stability,empty,worry
If we live in an age of constant communication why can t anyone return a text,hate,neutral
I think i would die if they play Pushit I miss them when they come last time When Isis tour with them,worry,sadness
get home from work My feet be kill me,sadness,worry
look forward to dress shop tomorrow so afraid there s no way i ll be able to get what i want,worry,worry
get a call for marriage counsel 3 days late,sadness,worry
extremally ill,worry,neutral
be i do what can i do,neutral,worry
day of CGI 09,neutral,sadness
Oh man I m so sorry to hear that I hope everything work out,worry,worry
to buy Amber Bensons death s daughter today and no where have it,neutral,worry
What about have one in TAMPA I ve be all excite to do the hunt but I m too far from any of those cities,love,neutral
get tough with slum landlords ew back up sewage,worry,worry
be that mean,sadness,sadness
i be 17 again,neutral,worry
back to the gym project Finally finish Damn filthy hobo s always try to eat my taco s lt 3,worry,worry
Topics on Twitter use to useful Now they re just like middle schoolers pass around note cause class be bore,sadness,sadness
my thoughts dwell on a certain person,worry,worry
that s just it I don t have anything other than work,neutral,neutral
a photo quilt for Boeing employees to be hang in Huntington Beach Sadly many people in the quilt pics be now lay off,sadness,sadness
honestly feel like I m not heal or get any better This be not good,worry,worry
i just ruin all my white clothe i never remember to separate,neutral,worry
ew That s too bad after not use this certain lip gloss for a long time I just try to wear it literally make my lips burn,worry,worry
so hate rid the bus 1 It s a damn sauna in the summer 2 Like could it kill the guy a few seat up to shower once a month,hate,sadness
horse in both legs all night What the fuck,worry,worry
Oh wow ouch,surprise,worry
Aww why you give me sad face That s how you feel,worry,worry
do zero have to have thomas in it,sadness,worry
aianna21 Sadly not no They re his colleagues and it s a work party,sadness,worry
JohnAmussen amadril 1txsage1957 followfriday thank you so much I m so behind Still at about half of what I have,love,worry
good concepts at mozconcept I really love to send something mine but no time,sadness,love
no I win t honey I get mad yrs to go why be I crazy,neutral,worry
im back on twitter,neutral,worry
more goal Gila But his last game be against milan Dillematic 4 me,worry,worry
it be far from downtown 30 40 minutes or so and they do have veggie burgers,surprise,worry
wtf kinda best friend be I I still haven t meet the hubby That depress me,sadness,sadness
have a freakin lond thursday ready to hit the hay and surprise surprise I can t freakin sleep Boo,empty,worry
Yes it do,neutral,neutral
oversleep headache,sadness,worry
i could really fancy a nap right now but i be at work at 7am and i feel that if i nap now i be waste my even,worry,sadness
a CentOS live CD now where do I put my memory stick I would like to boot from that I wonder if I leave it at home,surprise,worry
no Nighty night,surprise,neutral
Fail If you fancy a pit stop and a cuppa you know where I be lol,fun,neutral
my way to nottingham I so don t want to be go,worry,worry
Sorry to hear that Carol,worry,worry
yea me too lol,worry,neutral
nose poorly chest this be not good,worry,worry
be have a 75 off sale And I m so break Life isn t fair,worry,worry
have a job at camp Only downfall No midnight show of Harry Potter for me,love,worry
at work,relief,neutral
where i hate squirrels,worry,hate
It be sad I feel bad when I hear it They look like mid 30 s It s like something u wld see on lifetime,neutral,worry
i be home in time for the jonaswebcast today,worry,worry
You and your Yuotube link DENIED at work,hate,neutral
gangstarr exgirl to the next girl nas one mic hold on i still can t listen so i guess it dont matter,surprise,worry
finish read Chuck Palahniuk s quot Pygmy quot and kind of hat it I m really disappoint I have pretty high hop for this one,hate,sadness
so rough today just want a cuddle and some sleep,worry,worry
to the Legally Blonde musical soundtrack Lamenting not go anymore Perhaps I will buy a nosebleed seat and go alone,neutral,worry
remind me of the weather a month ago it be horrible I hope all be well hug,worry,worry
It be just alriightt,relief,sadness
on a newsletter but I d say I ve get a writer s block atm take a deep breath and get on with it girl,relief,sadness
How come,worry,neutral
cut my thumb on a break coffee pot,worry,worry
to get dog from vet theyve stitch her ear charge us for it but she still bleed like a waterfall everytime she move D WHY,worry,worry
join this because i think my smith chip invent a flavour competion entry wont be recognise its SWEETPOTATOE AND SEASALT flavour,neutral,worry
last full day in NY but can t wait to go to Seattle and La la land,relief,worry
OOuUch good luck,worry,sadness
willie of fortune be just make me depress damn love,sadness,love
Thats soo pretty Mine havnt flower for years,love,sadness
I d have respond if I be go,neutral,neutral
wake up amp can t go back to sleep Had a txt from the bff sayin if you re up call me sound important but that be 4 hours ago,sadness,worry
the AC tix be actually 20 but the show be sell out I d have to get tix through stubhub and pay up to 70,relief,neutral
trade journalists ask PRs how be you almost 100 of the time UK journalists Erm not so much How come,neutral,worry
I m so sorry I hope she s ok xx,worry,worry
with Nagios configuration Great tool but the config be a bite of a labour,empty,worry
out at the San Fran airport Got a few hour wait until I go anywhere BTW SFO s 7 wifi be garbage,hate,worry
he get a new girlfriend I m at the bottom of the totem pole,neutral,worry
it too late to jump on a plane to Richmond VA and go to the Conditions concert i think that s a yes boo my life and ohio,worry,worry
try so hard to not worry and be at peace despite her circumstances but wonder why some christians be the ones make it so hard,worry,worry
around the house boo,neutral,worry
Stones again What do I ever do to deserve this kind of pain not once or twice but five time in my life Took drug peace out,worry,sadness
feel like dye right now,worry,worry
my heart hurt for them Imagine how shit their skin will be when they re twenty from all the stuff they smeer on it shame,sadness,worry
